Date,State,TotalSamples,Negative,Positive,Sno,Population,Rural population,Urban population,Area,Density,Gender Ratio,density_Group
13-04-2020,Rajasthan,31804,28657.0,848.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
14-04-2020,Rajasthan,34928,29376.0,1006.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
15-04-2020,Rajasthan,37860,31902.0,1077.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
16-04-2020,Rajasthan,40778,33739.0,1102.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
17-04-2020,Rajasthan,42847,36153.0,1230.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
18-04-2020,Rajasthan,47197,39092.0,1283.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
19-04-2020,Rajasthan,51614,43537.0,1479.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
20-04-2020,Rajasthan,57290,47657.0,1577.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
21-04-2020,Rajasthan,61492,54100.0,1736.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
22-04-2020,Rajasthan,66257,58552.0,1889.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
23-04-2020,Rajasthan,69764,63485.0,1965.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
24-04-2020,Rajasthan,74484,68133.0,2035.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
25-04-2020,Rajasthan,78993,71806.0,2084.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
26-04-2020,Rajasthan,82942,75670.0,2186.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
27-04-2020,Rajasthan,87777,80830.0,2263.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
28-04-2020,Rajasthan,92506,85834.0,2365.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
29-04-2020,Rajasthan,97790,90108.0,2439.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
30-04-2020,Rajasthan,103704,,2585.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
01-05-2020,Rajasthan,108543,100277.0,2667.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
02-05-2020,Rajasthan,113934,104705.0,2721.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
03-05-2020,Rajasthan,120240,112345.0,2887.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
04-05-2020,Rajasthan,129258,122513.0,3062.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
05-05-2020,Rajasthan,134987,128297.0,3128.0,7,68548437,51500352,17048085,"342,239 km2 (132,139 sq mi)",201/km2 (520/sq mi),928,Dense1
04-05-2020,Sikkim,170,169.0,1.0,28,610577,456999,153578,"7,096 km2 (2,740 sq mi)",86/km2 (220/sq mi),890,Dense1
03-04-2020,Tamil Nadu,3684,2789.0,412.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
08-04-2020,Tamil Nadu,5305,4414.0,691.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
09-04-2020,Tamil Nadu,7267,5824.0,835.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
10-04-2020,Tamil Nadu,8410,6838.0,912.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
11-04-2020,Tamil Nadu,9842,7779.0,970.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
12-04-2020,Tamil Nadu,10655,,1076.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
13-04-2020,Tamil Nadu,12746,,1174.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
14-04-2020,Tamil Nadu,19255,13234.0,1205.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
15-04-2020,Tamil Nadu,21994,15210.0,1243.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
16-04-2020,Tamil Nadu,26005,18743.0,1268.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
17-04-2020,Tamil Nadu,29673,21628.0,1324.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
18-04-2020,Tamil Nadu,35036,27192.0,1373.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
19-04-2020,Tamil Nadu,40876,31853.0,1478.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
20-04-2020,Tamil Nadu,46985,38082.0,1521.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
21-04-2020,Tamil Nadu,53045,43582.0,1597.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
22-04-2020,Tamil Nadu,59023,49506.0,1630.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
23-04-2020,Tamil Nadu,65977,56836.0,1684.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
24-04-2020,Tamil Nadu,72403,62596.0,1756.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
25-04-2020,Tamil Nadu,80110,69390.0,1822.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
26-04-2020,Tamil Nadu,87605,77133.0,1886.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
27-04-2020,Tamil Nadu,94781,83021.0,1938.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
28-04-2020,Tamil Nadu,101874,97908.0,2059.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
29-04-2020,Tamil Nadu,109961,105864.0,2163.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
30-04-2020,Tamil Nadu,119748,115761.0,2324.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
01-05-2020,Tamil Nadu,129363,124852.0,2527.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
02-05-2020,Tamil Nadu,139490,135698.0,2758.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
03-05-2020,Tamil Nadu,150107,145520.0,3024.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
04-05-2020,Tamil Nadu,162970,158558.0,3551.0,6,72147030,37229590,34917440,"130,058 km2 (50,216 sq mi)","555/km2 (1,440/sq mi)",996,Dense2
11-04-2020,Tripura,337,335.0,3.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
15-04-2020,Tripura,738,,3.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
16-04-2020,Tripura,762,760.0,3.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
21-04-2020,Tripura,2604,2602.0,3.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
22-04-2020,Tripura,3215,3123.0,3.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
01-05-2020,Tripura,4828,4825.0,4.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
02-05-2020,Tripura,4955,4950.0,6.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
03-05-2020,Tripura,5162,5157.0,6.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
04-05-2020,Tripura,5394,5377.0,18.0,21,3673917,2712464,961453,"10,486 km2 (4,049 sq mi)",350/km2 (910/sq mi),960,Dense2
05-04-2020,Uttar Pradesh,5255,4796.0,279.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
05-04-2020,Uttar Pradesh,5255,4796.0,279.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
09-04-2020,Uttar Pradesh,8402,7898.0,411.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
10-04-2020,Uttar Pradesh,9332,8798.0,434.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
11-04-2020,Uttar Pradesh,10595,10012.0,453.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
12-04-2020,Uttar Pradesh,11855,11250.0,484.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
13-04-2020,Uttar Pradesh,13287,12542.0,559.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
14-04-2020,Uttar Pradesh,15914,15134.0,661.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
15-04-2020,Uttar Pradesh,19506,18595.0,728.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
16-04-2020,Uttar Pradesh,21384,20374.0,806.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
17-04-2020,Uttar Pradesh,24643,23648.0,850.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
18-04-2020,Uttar Pradesh,28484,27262.0,975.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
19-04-2020,Uttar Pradesh,31767,,1101.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
20-04-2020,Uttar Pradesh,34326,32874.0,1185.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
21-04-2020,Uttar Pradesh,37933,36378.0,1338.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
22-04-2020,Uttar Pradesh,42192,40263.0,1450.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
23-04-2020,Uttar Pradesh,45483,43495.0,1511.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
24-04-2020,Uttar Pradesh,53166,51161.0,1622.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
25-04-2020,Uttar Pradesh,56851,54216.0,1794.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
26-04-2020,Uttar Pradesh,61799,58492.0,1874.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
27-04-2020,Uttar Pradesh,67145,64139.0,1897.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
28-04-2020,Uttar Pradesh,70307,67266.0,2054.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
29-04-2020,Uttar Pradesh,73716,70436.0,2135.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
30-04-2020,Uttar Pradesh,78013,74864.0,2212.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
01-05-2020,Uttar Pradesh,82459,79091.0,2329.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
02-05-2020,Uttar Pradesh,85729,82356.0,2488.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
03-05-2020,Uttar Pradesh,95841,91828.0,2646.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
04-05-2020,Uttar Pradesh,98300,94682.0,2767.0,1,199812341,155317278,44495063,"240,928 km2 (93,023 sq mi)","828/km2 (2,140/sq mi)",912,Dense3
02-04-2020,Uttarakhand,678,554.0,8.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
07-04-2020,Uttarakhand,1289,1092.0,33.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
09-04-2020,Uttarakhand,1531,1235.0,36.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
10-04-2020,Uttarakhand,1688,1320.0,36.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
11-04-2020,Uttarakhand,1705,1340.0,36.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
12-04-2020,Uttarakhand,1820,1452.0,36.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
13-04-2020,Uttarakhand,1998,1665.0,36.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
14-04-2020,Uttarakhand,2174,1838.0,36.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
15-04-2020,Uttarakhand,2413,2022.0,38.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
16-04-2020,Uttarakhand,2593,2210.0,38.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
17-04-2020,Uttarakhand,2831,2420.0,41.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
18-04-2020,Uttarakhand,3158,2710.0,43.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
19-04-2020,Uttarakhand,3344,3046.0,45.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
20-04-2020,Uttarakhand,3677,3228.0,47.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
21-04-2020,Uttarakhand,4061,3445.0,47.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
22-04-2020,Uttarakhand,4275,3664.0,47.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
23-04-2020,Uttarakhand,4473,3879.0,48.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
24-04-2020,Uttarakhand,4767,4239.0,49.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
25-04-2020,Uttarakhand,5194,4423.0,49.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
26-04-2020,Uttarakhand,5277,4675.0,51.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
27-04-2020,Uttarakhand,5463,4912.0,52.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
28-04-2020,Uttarakhand,5739,5212.0,53.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
29-04-2020,Uttarakhand,6046,5547.0,55.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
30-04-2020,Uttarakhand,6565,6100.0,58.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
01-05-2020,Uttarakhand,7042,6533.0,58.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
02-05-2020,Uttarakhand,7369,6786.0,60.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
03-05-2020,Uttarakhand,7578,6986.0,61.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
04-05-2020,Uttarakhand,7806,7134.0,61.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
05-05-2020,Uttarakhand,8060,7357.0,62.0,19,10086292,7036954,3049338,"53,483 km2 (20,650 sq mi)",189/km2 (490/sq mi),963,Dense1
01-04-2020,West Bengal,659,568.0,38.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
04-04-2020,West Bengal,1042,,408.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
06-04-2020,West Bengal,1301,,408.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
07-04-2020,West Bengal,1487,,408.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
09-04-2020,West Bengal,1889,,408.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
10-04-2020,West Bengal,2095,,408.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
11-04-2020,West Bengal,2286,,127.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
12-04-2020,West Bengal,2523,,135.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
13-04-2020,West Bengal,2793,,153.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
14-04-2020,West Bengal,3081,,191.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
15-04-2020,West Bengal,3470,,214.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
16-04-2020,West Bengal,3811,,232.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
17-04-2020,West Bengal,4212,,256.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
18-04-2020,West Bengal,4630,,288.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
19-04-2020,West Bengal,5045,,311.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
20-04-2020,West Bengal,5469,,340.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
21-04-2020,West Bengal,6182,,393.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
22-04-2020,West Bengal,7037,,424.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
23-04-2020,West Bengal,7990,,457.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
24-04-2020,West Bengal,8933,,515.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
25-04-2020,West Bengal,9880,,572.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
26-04-2020,West Bengal,10893,,612.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
27-04-2020,West Bengal,12043,,650.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
28-04-2020,West Bengal,13223,,698.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
29-04-2020,West Bengal,14620,,726.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
30-04-2020,West Bengal,16525,,759.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
01-05-2020,West Bengal,18566,,408.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
02-05-2020,West Bengal,20976,,796.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
03-05-2020,West Bengal,22915,,923.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
04-05-2020,West Bengal,25116,,1260.0,4,91276115,62183113,29093002,"88,752 km2 (34,267 sq mi)","1,029/km2 (2,670/sq mi)",953,Dense4
